 district|block|cluster|schoolid|schoolname|category|gender|medium_of_inst|address|area|pincode|landmark|identification1|busroutes|identification2|latlong                  
 bangalore|anekal taluk|mahantalingapura|30538|MAHANTALINGAPURA|Anganwadi|co-ed|kannada|Kallubalu Post, Jigani Hobli, Anekal Taluk, Bangalore|Mahantalingapura|562106|Beside Samudhaya Bhavan|Light Brown Colour Building|366D, 366E|Green Colour Door|POINT(77.61667 12.76503)
 bangalore|bangalore north (yelahanka)|hreohalli|31022|HREOHALLI|Anganwadi|co-ed|kannada|Hearo Halli Main Road, Vishwaneedam Post, North 1|Hero Halli|560091|Near Herohalli Cross Bus Stop|G.K.M.P.S Herohalli Compound Insdie|0|Yellow Colour Building|POINT(77.49 12.99)
 bangalore|bangalore north (yelahanka)|hreohalli|31024|HEGGENAHALLI II|Anganwadi|co-ed|kannada|1st Main Road, Nuthana School Road, Vishwaneedam post, North 1|Hegganahalli|560091|Near Hegganahalli Bus Stop|1st Floor|0|Rose Colour Building|POINT(77.51 13.01)
 bangalore|bangalore north (yelahanka)|sonnenahali|31219|DANDANAPALYA|Anganwadi|co-ed|kannada|Dodda Tumkur Post, Hesaraghatta Hobli|Dandana Palya|560089|Dandana Palya Bus Stop Opposite Road|Green Colour Compound|285R, 285A||POINT(77.51 13.21)
 bangalore|bangalore north (yelahanka)|rajanakunte|31243|ATTURU LAYOUT|Anganwadi|co-ed|kannada|Attur Post, Yelahanka Hobli, North 4|Attur Layout|560106|Behind Attur Bus Stop|Cream Colour Building|402D, 402R, 402H|G.K.L.P.S Attur Layout|POINT(77.57 13.1)
 bangalore|bangalore north (yelahanka)|gopalapura|31255|CHIKKAKUKKANAHALLI|Anganwadi|co-ed|kannada|Railway Golla Halli Post, Dasanapura Hobli, North 4|Chikkakukkana Halli|562123|Near Chikkakukkana Halli  Bus Stop|Cream Colour Building|407D, 253Q, 253H, 253N, 253T|G.K.L.P.S Chikkakukkana Halli|POINT(77.45 13.16)
 bangalore|bangalore south(banashankari)|thavare kere|31359|DODDAMARENAHALLI|Anganwadi|co-ed|kannada|Chunchanaguppe Post, Tavarekere Hobli|Doddamarenahalli|562130|Opposite Doddamarenahalli  Bus Stop|Rose Colour Building|227R, 227N||POINT(77.38 12.93)
 bangalore|anekal taluk|haragadde|31367|N  GOLLAHALLI|Anganwadi|co-ed|kannada|Indlavadi Post, Anekal Taluk, Jigani Hobli|N Gollahalli|562106|Jigani To Indlavadi Main Road|White Colour Building|372A|No Compound, Play Ground|POINT(77.65 12.74)
 bangalore|bangalore state|banashankari|31412|VINAYAKANAGAR 1|Anganwadi|co-ed|kannada|Vinayaka Nagar Main Road, 3rd Cross, J.P.Nagar 5th Phase, Bangalore|Vinayaka Nagar|560078|Near Vinayaka Nagar Bus Stop|Home Style|215 M|1st Floor Anganawadi Kendra|POINT(77.59 12.9)
 bangalore|sumangali seva ashrama|dodda banaswadi|31420|BHOVI COLONY|Anganwadi|co-ed|kannada|Ramurthy Nagar Main Road, 3rd Main Road, 1st Cross|Bhovi Colony|0|Near Renuka Devi Temple|Cream Colour Building|300E, 300E, 315, 313|0|POINT(77.68 13.01)
 bangalore|bangalore state|banashankari|31421|SHASTRI NAGAR(BANASHANKARI)|Anganwadi|co-ed|kannada|#8, 1st Main Road, A.K.Colony, Yediyur, K.R.Road, Bangalore|Shastri Nagar|560070|Near Bajaj Service Center|Rose Colour Building|15|0|POINT(77.57 12.93)
 bangalore|bangalore north (yelahanka)|rajanakunte|31543|ITAGAL PURA|Anganwadi|co-ed|kannada|Dibur post, Hesaraghatta Hobli|Itgalpura|560089|Itgalpura Cross|G.K.L.P.S Itgalpura inside|285Y|Compound With Small Play Ground|POINT(77.54 13.17)
 bangalore|anekal taluk|hennagara|33546|DODDAHAGADE|Anganwadi|co-ed|kannada|Sidi Hosakote Post, Sidi Hosakote Main Road, Kasaba Hobli, Anekal Taluk, Bangalore|Doddahagade|562106|Infront Doddahagade Milk Dairy|White Colour Building|361|Sheet Building|POINT(77.69 12.75)
 bangalore|anekal taluk|marasur|33586|BANDAPURA|Anganwadi|co-ed|kannada|Marasuru Post, Kasaba Hobli, Anekl Taluk, Bangalore|Bandapura|562106|Compound Inside G.K.L.P.S Bandapura|Yellow Colour Building And Green Colour Door|357, 357A|Yellow Colour Compound And Green Colour Gate|POINT(77.73 12.77)
 bangalore|anekal taluk|attibele|33603|JIGALA|Anganwadi|co-ed|kannada|Attibele To Muthanallur Main Road, Yadavana Halli Post, Attibele Hobli, Anekal Taluk Bangalore|Jigala|562107|Near Ganesh Temple And Ranga Swamy Temple|Yellow Colour Building And Infront Blue Colour Water Tank|0|Blue Colour Door|POINT(77.76 12.8)
 bangalore|anekal taluk|chandapura|33611|KITTAGANAHALLI  B|Anganwadi|co-ed|kannada|Bommasandra Post, Attibele Hobli, Anekal Taluk, Bangalore|Bommasandra Post, Attibele Hobli, Anekal Taluk, Bangalore|560099|Opposite Kithiganahalli Water Tank (Over Tank)|Light Pink Colour Building|352|Brown Colour Door|POINT(77.69 12.8)
 bangalore|anekal taluk|chandapura|33626|HALECHANDAPURA|Anganwadi|co-ed|kannada|Lakshmisagara Road, Chandapura Post, Attibele Hobli, Anekal Taluk, Bangalore|Lakshmisagara Road, Chandapura Post, Attibele Hobli, Anekal Taluk, Bangalore|560081|Near Srinivasa Kalyana Mantapa|Yellow Colour Building & Blue Colour Door & Sheet Building|356, 360, 360 A, 360 B|Yellow Colour Compound & Blue Colour Gate|POINT(77.71 12.81)
 bangalore|anekal taluk|kasaba|33628|S MADIVALA|Anganwadi|co-ed|kannada|Samandur Post, Kasaba Hobli, Ankela Taluk, Bangalore|S. Madivala|562106|Oppoiste G.K.L.P.S S. Madival|Yellow Colour Building|0|Green Colour Door|POINT(77.76 12.71)
 bangalore|anekal taluk|jigani|33630|MELE NALLASANDRA|Anganwadi|co-ed|kannada|Jigani Post, Jignai Hobli, Anekal Taluk, Bangalore|Male Nallasandra|560105|Near Shree Shiradi Sai Baba School|White Colour Building And Blue Colour Door|365B, 367|Sheet Building|POINT(77.6 12.8)
 bangalore|bangalore north (yelahanka)|bettahalasuru|33644|THIMMASANDRA|Anganwadi|co-ed|kannada|Tarunse Post, Jala Hobli, Bangalore|Thimmasandra|562157|Compound Inside G.K.L.P.S Thimmasandra|Yellow Colour Building|285, 291K, 298L, 407|Brown Colo Door|POINT(77.58 13.17)
 bangalore|anekal taluk|chandapura|33649|HEBBAGODI BANGLAPET|Anganwadi|co-ed|kannada|Hosur Road, Bommasandra Post, Attibele Hobli, Anekal Taluk, Bangalore|Hosur Road, Bommasandra Post, Attibele Hobli, Anekal Taluk, Bangalore|560099|Beside Manjunatha School|Brown Colour Building|356, 360, 360 A, 360 B|Yellow Colour Shutter Building|POINT(77.68 12.83)
 bangalore|anekal taluk|dommasanddra|33719|CHIKKA NEKKUNDI BADAVANE|Anganwadi|co-ed|kannada|Muthasandra Post, Anekal Taluk, Sarjapura Hobli,|Chiknekkundi|560087|Near Ambedkar Samudaya Bhavan|Cream Colour Building|329 D|Next to G.K.L.P.S Chik Nekkundi|POINT(77.77 12.94)
 bangalore|bangalore north (yelahanka)|bettahalasuru|33805|GADENAHALLI|Anganwadi|co-ed|kannada|Tharunse Post, Chikka Jala Hobli, North 4|Gadena Halli|562157|Near Gadena Halli Bus Stop|Cream Colour Building|299E|G.K.L.P.S Gadena Halli Inside|POINT(77.62 13.19)
 bangalore|bangalore north (yelahanka)|abbigere|33865|THINDLU II|Anganwadi|co-ed|kannada|Vidyaranya Pura Post|Thindlu|560097|Prathamika Hospital Opposite Road|Cream Colour Building|288, 314F|Cream Colour Compound, No Play Ground|POINT(77.57 13.07)
 bangalore|bangalore north (yelahanka)|hesaragatta|33897|HESARAGHATA II|Anganwadi|co-ed|kannada|Hesaraghatta Post, Hesaraghatta Hobli|Hesaraghatta|560089|Near Hesaraghatta Bus Stop|Cream Colour Building||Inside G.K.M.P.S Hesaraghatta|POINT(77.48 13.14)
 bangalore|anekal taluk|jigani|33632|JIGANI C|Anganwadi|co-ed|kannada|Double Road, H. Manchaahalli, Jigani Post, Jigani Hobli, Anekal Taluk, Bangalore|H. Manchaahalli|560105|Beside G.K.L.P.S H. Manchaahalli|Yellow Colour Building And Brown Colour Door|366Z, 356P, 372, 366|Yellow Colour Compound And Blue Colour Gate|POINT(77.62937 12.7831)
 bangalore|anekal taluk|chandapura|33617|BALAGARANAHALLI  DINNE|Anganwadi|co-ed|kannada|Bandapura Main Road, Neraluru Post, Attibele Hobli, Anekal Taluk, Bangalore|Balagaranahalli|562107|Near Aswath Katte|Light Colour Building And Brown Colour Door|360, 360A, 360B|Sheet Building|POINT(77.73306 12.78555)
 bangalore|anekal taluk|chandapura|33663|IGGALURU|Anganwadi|co-ed|kannada|Anekal Main Road, Chandapura Post, Anekal Taluk, Bangalore|Iggaluru|560081|Opposite Venugopala Swamy Temple|White Colour Building|0|Brown Colour Door|POINT(77.7035 12.78632)
 bangalore|anekal taluk|chandapura|33700|ABBANNANAPALYA|Anganwadi|co-ed|kannada|Yadavanahalli Post, Attibele Hobli, Anekal Taluk, Bangalore|Abbannana Palya|562107|Near Guest Line|Yellow Colour Building And Blue Colour Door|360, 360A, 360B|Yellow Colour Compound And Blue Colour Gate|POINT(77.74605 12.78853)
 bangalore|anekal taluk|chandapura|33656|YADAVANAHALLI|Anganwadi|co-ed|kannada|Yadavanahalli Post, Attibele Hobli, Anekal Taluk, Bangalore|Yadavanahalli|562107|Beside Shaneshwara Swamy Temple|Yellow Colour Building|360, 360A, 360B|Blue Colour Door|POINT(77.75026 12.79025)
 bangalore|anekal taluk|chandapura|33608|SAINAGAR|Anganwadi|co-ed|kannada|Hosur Road, Neralur Post, Attibele Hobli, Anekal Taluk, Bangalore|Hosur Road, Neralur Post, Attibele Hobli, Anekal Taluk, Bangalore|562107|Near Neralur Bus Stop & Near Upkar Spring Fields|Yellow Colour Building|360, 360 A, 360 B|Brown Colour Door|POINT(77.72697 12.79075)
 bangalore|anekal taluk|chandapura|33625|TIRUMAGONDANAHALLI  A|Anganwadi|co-ed|kannada|Neralur Post, Attibele Hobli, Anekal Taluk, Bangalore|Thirumagondanahalli|562107|Beside G.K.H.P.S Thirumagondanahalli|Orange Colour Building And Blue Colour Door|360, 360A, 360B|Infront Play Ground|POINT(77.7207 12.79319)
 bangalore|anekal taluk|haragadde|30945|BANDENALLASANDRA|Anganwadi|co-ed|kannada|Jigani Post, Jigani Hobli, Anekal Taluk, Bangalore|Bande Nallasandra|0|Behind G.K.L.P.S Bande Nallasandra|Light Pink Colour Building And Blue Colour Door|346F|Sheet Building|POINT(77.65124 12.79365)
 bangalore|anekal taluk|chandapura|33599|CHANDAPURA  DINNE|Anganwadi|co-ed|kannada|Kirthi Layour, 3rd Cross, Chandapura Post, Attibele Hobli, Anekal Taluk, Bangalore|Kirthi Layour, 3rd Cross, Chandapura Post, Attibele Hobli, Anekal Taluk, Bangalore|560081|Near Anugraha Nilaya|Cement Building No Painted & Brown Colour Gate|356, 360, 360 A, 360 B|Sheet Building|POINT(77.70906 12.79558)
 bangalore|anekal taluk|chandapura|33655|BANAHALLI|Anganwadi|co-ed|kannada|Chandapura Post, Attibele Hobli, Anekal Taluk, Bangalore|Chandapura Post, Attibele Hobli, Anekal Taluk, Bangalore|560081|Beside Anjaneya Swamy Temple|Yellow Colour Building & Blue Colour Door & Compound Inside Coconut Trees||Yellow Colour Compound & Brown Colour Gate|POINT(77.69902 12.79699)
 bangalore|anekal taluk|mahantalingapura|33678|HAKKI PIKKI COLONY|Anganwadi|co-ed|kannada|Bannerghatta post, Anekal Taluk, Jigani Post|Hakki Pikki Colony|560083|Near Hakki Pikki Colony Cross Bus Stop|Yellow Colour Building|298B, 371D|0|POINT(77.55813 12.79872)
 bangalore|anekal taluk|chandapura|33605|CHANDAPURA   CHATRAKHANE|Anganwadi|co-ed|kannada|Banahalli Road, Chandapura Post, Attibele Hobli, Anekal Taluk, Bangalore|Banahalli Road, Chandapura Post, Attibele Hobli, Anekal Taluk, Bangalore|560081|Near G.K.H.P.S Chatra Khane|Green Colour Building & Blue Colour Door|356, 360, 360 A, 360 B|Sheet Building|POINT(77.70352 12.80086)
 bangalore|anekal taluk|mahantalingapura|33667|BUTHANAHALLI|Anganwadi|co-ed|kannada|Bannerghatta post, Anekal Taluk, Jigani Post|Buthanahalli|560083|Near Buthanahalli Bus Stop|Cream Colour Compound|298B, 371D|Cream Colour Sheet Building|POINT(77.55783 12.80492)
 bangalore|anekal taluk|mahantalingapura|33675|KARIYAPPANA HALLI|Anganwadi|co-ed|kannada|Jigani Anekal Main Road, Jigani Hobli, Bannerghatta Post, Anekal Taluk|Kariyappana Halli|560083|Near Kariyappana Halli Bus Stop|White Colour Sheet Building|366, 367|Play Ground|POINT(77.58712 12.80972)
 bangalore|anekal taluk|jigani|33671|HALE SAMPIGEHALLI|Anganwadi|co-ed|kannada|Bannerghatta Post, Jigani Hobli, Anekal Taluk, Bangalore|Bannerghatta Post, Jigani Hobli, Anekal Taluk, Bangalore|560083|Near Jangalpalya Bus Stop|Cream Colour Sheet Building|||POINT(77.59174 12.81029)
 bangalore|anekal taluk|chandapura|33618|LAKSHMISAGARA|Anganwadi|co-ed|kannada|Neralur Post, Attibele Hobli, Anekal Taluk, Bangalore|Neralur Post, Attibele Hobli, Anekal Taluk, Bangalore|562107|Near Om Shakthi Temple|Yellow Colour Building & Sheet Building|350, 350 B|Brown Colour Door|POINT(77.72312 12.81075)
 bangalore|anekal taluk|chandapura|33654|BOMMASANDRA VILLAGE|Anganwadi|co-ed|kannada|Bommasandra Post, Attibele Hobli, Anekal Taluk, Bangalore|Bommasandra Post, Attibele Hobli, Anekal Taluk, Bangalore|560099|Opposite G.K.H.P.S Bommasandra Village & Beside Eshwara Temple|Yellow Colour Building||Brown Colour Door|POINT(77.69858 12.81565)
 bangalore|anekal taluk|jigani|33674|BINGIPURA HODU|Anganwadi|co-ed|kannada|Jigani Post, Jigani Hobli, Anekal Taluk|Bingipura Hodu|562106|Beside Bingipura Hodu Bus Stop|White Colour Building|345||POINT(77.63224 12.82594)
 bangalore|anekal taluk|jigani|33629|HULIMANGALA DINNE|Anganwadi|co-ed|kannada|Hulimangala Post, Jigani Hobli, Anekla Taluk|Hulimangala|560106|Near Maragondana Halli Bus Stop|White Colour Building||White Colour Compound|POINT(77.65006 12.82619)
 bangalore|anekal taluk|jigani|33631|HULLAHALLI|Anganwadi|co-ed|kannada|Sakalavara Post, Jigani Hobli, Anekal Taluk, Bangalore|Hullahalli|560083|Infront Hullahalli Bus Stop|White Colour Building|345, 345F|Brown Colo Door|POINT(77.62289 12.82718)
 bangalore|anekal taluk|jigani|33668|CHATHEKEREPALYA|Anganwadi|co-ed|kannada|Sakalavara Post, Jigani Hobli, Anekal Taluk, Bangalore|Chathekere Playa|560083|Compound Inside G.K.L.P.S Chathekere Playa|White Colour Building And Blue Colour Door|367|White Colour Compound And Blue Colour Gate|POINT(77.60948 12.83235)
 bangalore|bangalore state|banashankari|31080|KUMARASWAMY LAYOUT 2|Anganwadi|co-ed|kannada|10th Cross, 14th Main Road, Kumarswamy Layout 1st Stage, Bangalore|Kumarswamy Layout|560078|Near Kumarswamy Layout Bus Stop|Godown Style|15 G, 15 L|0|POINT(77.56173 12.90173)
 bangalore|bangalore state|banashankari|31072|KUMARASWAMY LAYOUT 1|Anganwadi|co-ed|kannada|1st Cross, 2nd Main Road, 2nd Stage, Bangalore|Kumarswamy Layout|560078|Opposite Kumarswamy Layout Bus Stop|No Painted Building|15 F|0|POINT(77.55801 12.90559)
 bangalore|bangalore state|banashankari|31416|RAGI GUDDA SLUM|Anganwadi|co-ed|kannada|8th Main Road, 10th Cross, J.P.Nagar 2nd Phase, Bangalore|J.P.Nagar|560078|Near Nanadini Milk Dairy|Sheet Building|364|0|POINT(77.59474 12.90947)
 bangalore|bangalore state|wilson garden|31167|OLD MADIWALA 1|Anganwadi|co-ed|kannada|31st Main Road, Nanjappa Layout, 3rd Cross, B.T.M Layout 2nd Stage, Bangalore|B.T.M Layout|560068|Near B.T.M Layout Bus Stop|White Colour Sheet Building|501, 201|Pistha Colour Compound|POINT(77.61592 12.91408)
 bangalore|bangalore state|wilson garden|31098|OLDMADIWALA 2|Anganwadi|co-ed|kannada|31st Main Road, Nanjappa Layout, 3rd Cross, B.T.M Layout 2nd Stage, Bangalore|B.T.M Layout|560068|Near B.T.M Layout Bus Stop|White Colour Sheet Building|501, 201|Pistha Colour Compound|POINT(77.61592 12.91408)
 bangalore|bangalore state|banashankari|31413|HARI COLONY 2|Anganwadi|co-ed|kannada|Kanakapura Main Road, 1st Main Road, 1st Cross, Banashankari, Bangalore|Hari Colony|560085|Near Banashankari Bus Stop|Cream Colour Building|210, 15, 500|0|POINT(77.57276 12.91415)
 bangalore|bangalore state|wilson garden|31156|OLD MADIWALA  3|Anganwadi|co-ed|kannada|31st Main Road, Nanjappa Layout, 3rd Cross, B.T.M Layout 2nd Stage, Bangalore|B.T.M Layout|560068|Near B.T.M Layout Bus Stop|White Colour Sheet Building|501, 201|0|POINT(77.61594 12.91415)
 bangalore|bangalore state|banashankari|31111|SARBANDEPALYA|Anganwadi|co-ed|kannada|8th Cross, Banashankari 2nd Stage, Bangalore|Sarbandepalya|560070|Near Masjid|Pink Colour Sheet Building|13|0|POINT(77.57059 12.91473)
 bangalore|bangalore state|banashankari|31105|SARBANDEPALYA 2|Anganwadi|co-ed|kannada|8th Cross, Banashankari 2nd Stage, Bangalore|Sarbandepalya|560070|Near Masjid|Pink Colour Sheet Building|13|0|POINT(77.57059 12.91473)
 bangalore|bangalore state|banashankari|31118|BHAVANINAGAR 1|Anganwadi|co-ed|kannada|5th Cross Ring Ring Road Kadirena halli bsk II Stage bangaloar 560070|Bhavani nagar|560070|Near kadirena halli Cross|Colour Building (Yellow & Brown)|||POINT(77.56587 12.9149)
 bangalore|bangalore state|banashankari|31437|BHAVANI NAGAR 2|Anganwadi|co-ed|kannada|5th Cross Ring Ring Road Kadirena halli bsk II Stage bangaloar 560070|Bhavani nagar|560070|Near kadirena halli Cross|Colour Building (Yellow & Brown)||Black colour gate|POINT(77.56587 12.9149)
 bangalore|bangalore state|banashankari|31433|CAUVERI NAGAR 1|Anganwadi|co-ed|kannada|9 th main Road B.S.K. II Stage|Kaveri nagara|560070|Near kaveri nagra Tele phone Exchange|Rose colour Bulding|||POINT(77.56924 12.91682)
 bangalore|bangalore state|banashankari|31409|MARENAHALLI- 1|Anganwadi|co-ed|kannada|20th Cross, 11th B Main Road, Jayanagar 5th Block, Bangalore|Jayanagar 5th Block|560041|Near Marenahalli Bus Stop|Rose Colour Compound|201, 500|Rose Colour Building|POINT(77.58692 12.91715)
 bangalore|bangalore state|banashankari|31427|AMBEDKARNAGAR 1|Anganwadi|co-ed|kannada|15th Cross, Banashankari 2nd Stage, Bangalore|Ambedkar Nagar|560070|Near Banashankari Bus Stop|Ramamandir Compound Inside|0|0|POINT(77.57224 12.91773)
 bangalore|bangalore state|banashankari|31422|CAUVERINAGAR 2ND|Anganwadi|co-ed|kannada|5th Cross, 7th Main Road, Banashankari 2nd Stage, Bangalore|Kaveri Nagar|560070|Near Monotype Bus Stop|Cream Colour Building|15, 210|0|POINT(77.5714 12.91955)
 bangalore|bangalore state|banashankari|31065|JANAPRAGATHISANGHA 2|Anganwadi|co-ed|kannada|31st A Cross, 22nd Main Road, Swagath Main Road, Bangalore|Jayanagar 4th Block|560041|Opposite Sri Garuda Swagath Mall|Cream Colour Building|0|1st Floor Anganawadi Kendra|POINT(77.59146 12.92822)
 bangalore|bangalore state|banashankari|31407|JANAPRAGATHI  SANGHA 1|Anganwadi|co-ed|kannada|8th Main Road, 1st Cross, Tilak Nagar, Bangalore|Jayanagar T Block|560041|Near Sanjay Gandhi Hospital Bus Stop|1st Floor Anganawadi Kendra|0|Cream Colour Building|POINT(77.59321 12.92899)
 bangalore|bangalore state|wilson garden|31071|S R NAGAR|Anganwadi|co-ed|kannada|5th Main Road, 5th Cross, Bannerghatta Road, Bangalore|S.R.Nagar|S.R.Nagar|Near Dairy Circle Bus Stop|Cream Colour Building|171|Cream Colour Compound|POINT(77.60112 12.93912)
 bangalore|bangalore state|wilson garden|31068|CHANDAPPA NAGAR|Anganwadi|co-ed|kannada|Bannerghatta Road, Dairy Circle, 4th Cross, 6th Main Road, Bangalore|Chandrappa Nagar|Chandrappa Nagar|Near Dairy Circle|Rose Colour Building|171||POINT(77.60143 12.93969)
 bangalore|bangalore state|wilson garden|31081|ANJANAYYA SLUM|Anganwadi|co-ed|kannada|1st Cross, 1st Main Road, Wilson Garden, Bangalore|Wilson Garden|Wilson Garden|Near Masjid|Cream Colour Building|||POINT(77.59254 12.9513)
 bangalore|bangalore state|wilson garden|31069|JALAKANTESHVARA|Anganwadi|co-ed|kannada|#314, B.M.P Building, Wilson Garden, Adugodi Post, Bangalore|Jalakanteshwara Pura|Jalakanteshwara Pura|Compound Inside Corporation Building|Pink Colour Building|||POINT(77.59955 12.95166)
 bangalore|bangalore state|wilson garden|31079|SHANTINAGARA|Anganwadi|co-ed|kannada|Putt Gowden Road, I Street, I Cross, Shanthi Nagar, Wilson Garden, Bangalore|Shanthi Nagar|Shanthi Nagar|Near Veterinary Hospital|Cream Colour Building||Cream Colour Compound|POINT(77.59984 12.95697)
 bangalore|bangalore central|kuvempunagar 4th circle|31479|ATHIGUPPE|Anganwadi|co-ed|kannada|Vijaya Nagar Main Road, Vijaya Nagar Post, 13th Main Road, Vijaya Nagar 1st Stage|Attiguppe|560040|Beside Attiguppe Bus Stop|Yellow Colour Building & Blue Colour Door|60, 60 A, 60 B||POINT(77.53346 12.95748)
 bangalore|sumangali seva ashrama|murphy town|30961|MANJUNATH NAGAR(SANJAYA NAGAR) 2|Anganwadi|co-ed|kannada|12th Cross, Manjunath Nagar Road|Manjunath Nagar|Manjunath Nagar|Near Manjunath Nagar Bus Stop|Rose Colour Building|330, 332, 335||POINT(77.69563 12.95748)
 bangalore|sumangali seva ashrama|murphy town|30956|SANJAYA NAGAR 1|Anganwadi|co-ed|kannada|13th Cross, Manjunath Nagar Main Road|Sanjay Nagar|Sanjay Nagar|Near Manjunath Nagar Bus Stop|Cream Colour Building|330, 332, 335|G.K.H.P.S Sanjay Nagar Compound In Side|POINT(77.69595 12.95847)
 bangalore|bangalore central|kithuru rani channamma 3rd circle|31426|GIRIPURA 1|Anganwadi|co-ed|kannada|#120, Mysore Road, Chamarajpete, Bangalore|Giripuram|560018|Near Vinayaka Theatre|Blue Colour Building|10, T4|Brown Colour Door|POINT(77.56664 12.96317)
 bangalore|bangalore central|kithuru rani channamma 3rd circle|31423|GIRIPURA 2|Anganwadi|co-ed|kannada|#120, Mysore Road, Chamarajpete, Bangalore|Giripuram|560018|Near Vinayaka Theatre|Blue Colour Building|10, T4|Brown Colour Door|POINT(77.56664 12.96317)
 bangalore|sumangali seva ashrama|murphy town|30962|VIBHUTHIPURA|Anganwadi|co-ed|kannada|2nd Main Road, Vibhuthipura Main Road, Maratha Halli Post|Vibhuthipura|560037|Near Samudhaya Bhavana|Cream Colour Building|330, 335|G.K.L.P.S Vibhuthipura Compound In Side|POINT(77.67724 12.96405)
 bangalore|sumangali seva ashrama|murphy town|31348|VIBHUTHIPURA- 2|Anganwadi|co-ed|kannada|2nd Main Road, Vibhuthipura Main Road|Vibhuthipura|Vibhuthipura|Near Samudhaya Bhavan|G.K.L.P.S Vibhuthipura Compound In Side|330, 335|Cream Colour Building|POINT(77.67724 12.96405)
 bangalore|bangalore north (yelahanka)|hreohalli|31212|MUDDINAPALYA|Anganwadi|co-ed|kannada|North - 4, Vishwaneedam Post, Doddana Circle|0|560091|Near Muddinapalya Bus Stop|G.K.L.P.S Miuddina palya Compound Insde|243A, 243J, 243F|White Colour Building|POINT(77.4909 12.96721)
 bangalore|bangalore central|triveni 5th circle|31477|NAGAMMA NAGAR|Anganwadi|co-ed|kannada|1st Main Road, 3rd Cross, Magadi Road|Nagamma Nagar|560023|10th Cross Magadi Road Bus Stop|Pink Colour Building|55B|0|POINT(77.563 12.9679)
 bangalore|bangalore central|kuvempunagar 4th circle|31202|HOSSAHALLI|Anganwadi|co-ed|kannada|1st Main Road, 5th Cross, Vijaya Nagar|Hosahalli|560040|Behind Vijaya Nagar Club|White Colour Building|60, 60 A, 60 B|Brown Colour Door|POINT(77.53961 12.96844)
 bangalore|bangalore central|triveni 5th circle|31478|NETAJINAGARA 1|Anganwadi|co-ed|kannada|6th Cross, Magadi Main Road|Netaji Nagara|560023|Near 10th Cross Madgadi Road Bus Stop|Ganapathi Temple Inside|241G, 242L, 247|0|POINT(77.56231 12.96849)
 bangalore|bangalore central|triveni 5th circle|31459|KADAPASWAMI MATTA|Anganwadi|co-ed|kannada|1st Main Road, 22nd Cross, Priya Darshini Nagar, Bhuvaneshwari Nagar, K.P.Agrahara, Ward No 122, Bangalore|K.P.Agrahara|560023|Infront K.P.Agrahara Bus Stop|Kadapa Sandra Matta Compound Inside|55 E, 55 B||POINT(77.55474 12.96905)
 bangalore|bangalore central|triveni 5th circle|31488|PRIYADARSHINI|Anganwadi|co-ed|kannada|1st Main Road, 22nd Cross, Priya Darshini Nagar, Bhuvaneshwari Nagar, K.P.Agrahara, Ward No 122, Bangalore|K.P.Agrahara|560023|Infront K.P.Agrahara Bus Stop|Kadapa Sandra Matta Compound Inside|55 E, 55 B||POINT(77.55474 12.96905)
 bangalore|bangalore central|triveni 5th circle|31141|KESHVA NAGAR|Anganwadi|co-ed|kannada|1st F Cross, Magadi Main Road, Ward No 120, Bangalore|Keshava Nagar|560023|Near Magadi Road Government Hospital|Rose Colour Building|87,G7|Cream Colour Door|POINT(77.56265 12.97179)
 bangalore|bangalore central|triveni 5th circle|31133|CHOLUR PALYA 6|Anganwadi|co-ed|kannada|Vidyaranya Nagar, 4th Main Road, 4th Cross, Magadi Road, Toll Gate, Pipe Line Road, Bangalore|Cholara Palya|560040|Near Magadi Road Toll Gate Bus Stop|Rose Colour Building|87|1st Floor|POINT(77.54704 12.97212)
 bangalore|bangalore central|triveni 5th circle|31138|ASHWATHNAGAR|Anganwadi|co-ed|kannada|1st Cross, Magadi Road, Bangalore|Ashwath Nagar|560023|Beside Magadi Road Government Hospital|Green Colour Building|87,G7||POINT(77.56244 12.97364)
 bangalore|bangalore central|kuvempunagar 4th circle|30988|GOPALAPURA  2|Anganwadi|co-ed|kannada|A Street, 3rd Cross, Magadi Road, Gopal Pura|Gopal Pura|560023|Near Magadi Road Water Tank Bus Stop|White Colour Building|187|0|POINT(77.56139 12.97588)
 bangalore|bangalore central|kuvempunagar 4th circle|31044|PRASHANTHANAGARA|Anganwadi|co-ed|kannada|Gundanna Road, 1st Main Road, 3rd Cross, Magadi Main Road, Basaveshwara Nagar Post, Bangalore|Prashanth Nagar|560079|Near Kamakshi Palya Bus Stop|Inside G.K.H.P.S Ranganathapura Building||Yellow Colour Building & Brown Colour Door|POINT(77.53003 12.97859)
 bangalore|bangalore central|kuvempunagar 4th circle|31295|RAMACHANDRAPURA 1|Anganwadi|co-ed|kannada|4th Cross, 5th Main Road, R.C. Puram, Bangalore|Sri Ram Pura|560021|Sun Bambay Tailoring Centre Inside Building|Brown Colour Building|0|0|POINT(77.56111 12.98553)
 bangalore|sumangali seva ashrama|murphy town|31441|HOSABYPANAHALLI 2|Anganwadi|co-ed|kannada|1st Main Road, 6th Cross|Hosabypanahalli|Hosabypanahalli|Near Aisho Leshan Hospital|White Colour Sheet Building|||POINT(77.64458 12.98684)
